participant,gender,video_id,second,band,frontal_asymmetry,parietal_mean,negativity_rating,positivity_rating,net_predisposition_rating
UVBY3,Male,dph,22,alpha,0.0565597103496458,9.752135656561329,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,23,alpha,0.1259831146782382,10.260101049005677,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,24,alpha,0.20485300921877858,10.910126846258402,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,25,alpha,0.10507882844171235,11.07383855087292,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,26,alpha,-0.06671713555423331,10.657605460887966,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,27,alpha,-0.12640403890781648,10.33728319850979,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,28,alpha,0.04116565231336722,10.89579887306203,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,29,alpha,0.2945141604166892,12.160141214833574,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,30,alpha,0.34680329406122823,12.945851724707481,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,31,alpha,0.3565435232211396,12.421511176508865,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,32,alpha,0.43001103786063233,10.952449518703968,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,33,alpha,0.39977241192768,9.616205140019755,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,34,alpha,0.3385185148430061,9.3321734973014,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,35,alpha,0.273932964937206,10.008185716417188,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,36,alpha,0.2043882049328083,10.65325843750513,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,37,alpha,0.18487751853020207,10.597710913052413,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,38,alpha,0.15310795727639892,10.008525875412289,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,39,alpha,0.16145659475864882,9.555020263033997,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,40,alpha,0.24740712960049116,9.750395207138041,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,41,alpha,0.34760041179763235,10.410468385155857,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,42,alpha,0.520126250089108,10.930156440457257,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,43,alpha,0.6567078630997116,10.86765461251343,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,44,alpha,0.6092012549704844,10.29517277496366,6.418749999999999,3.5125,7.384374999999999
