participant,video_id,band,frontal_asymmetry,parietal_mean,negativity_rating,positivity_rating,net_predisposition_rating,negativity_type,positivity_type,net_predisposition_type
DODE8,tsl,delta,-10.50861658394436,27.165454480783183,6.4375,4.440625000000001,3.3625000000000003,HN,LP,LNP
DODE8,tsl,theta,19.5411692344314,40.3906243058983,6.4375,4.440625000000001,3.3625000000000003,HN,LP,LNP
DODE8,tsl,alpha,-1.8577821913781216,5.187020025086205,6.4375,4.440625000000001,3.3625000000000003,HN,LP,LNP
DODE8,tsl,beta,-1.274911287089461,3.532067571634859,6.4375,4.440625000000001,3.3625000000000003,HN,LP,LNP
DODE8,tsl,gamma,-4.905987076270069,18.177125931875793,6.4375,4.440625000000001,3.3625000000000003,HN,LP,LNP
DODE8,dph,delta,-11.671725984556973,27.96174219491116,8.3125,2.3687500000000004,7.337499999999999,HN,LP,HNP
DODE8,dph,theta,6.404179242436271,33.118762731962704,8.3125,2.3687500000000004,7.337499999999999,HN,LP,HNP
DODE8,dph,alpha,2.2375847084018368,7.864933434883599,8.3125,2.3687500000000004,7.337499999999999,HN,LP,HNP
DODE8,dph,beta,-2.076636021997455,12.136071584592706,8.3125,2.3687500000000004,7.337499999999999,HN,LP,HNP
DODE8,dph,gamma,4.4552958132699665,16.43945560761097,8.3125,2.3687500000000004,7.337499999999999,HN,LP,HNP
DODE8,blf,delta,-13.366931326871766,24.970253766455492,2.7906250000000004,7.1312500000000005,3.615625,LN,HP,LNP
DODE8,blf,theta,34.89556492982946,28.575513920630208,2.7906250000000004,7.1312500000000005,3.615625,LN,HP,LNP
DODE8,blf,alpha,-3.227700937811374,6.334843913685432,2.7906250000000004,7.1312500000000005,3.615625,LN,HP,LNP
DODE8,blf,beta,-7.880786580574929,16.08752909123307,2.7906250000000004,7.1312500000000005,3.615625,LN,HP,LNP
DODE8,blf,gamma,-9.89759733062938,22.509464602639355,2.7906250000000004,7.1312500000000005,3.615625,LN,HP,LNP
DODE8,mar,delta,-10.030532506287267,23.171974928130542,2.340625,6.109375,2.51875,LN,HP,LNP
DODE8,mar,theta,22.47529206247576,38.55231070828515,2.340625,6.109375,2.51875,LN,HP,LNP
DODE8,mar,alpha,-3.0039806847609363,7.2744056813395215,2.340625,6.109375,2.51875,LN,HP,LNP
DODE8,mar,beta,-2.5113502481554315,6.740706485929177,2.340625,6.109375,2.51875,LN,HP,LNP
DODE8,mar,gamma,-5.9207454021837975,20.247451847863417,2.340625,6.109375,2.51875,LN,HP,LNP
DODE8,tsd,delta,-18.31475765512411,32.46618503118117,6.7093750000000005,4.684374999999999,5.51875,HN,LP,HNP
DODE8,tsd,theta,34.44459231913168,31.310962038042717,6.7093750000000005,4.684374999999999,5.51875,HN,LP,HNP
DODE8,tsd,alpha,-3.5544256615447116,6.878991555302012,6.7093750000000005,4.684374999999999,5.51875,HN,LP,HNP
DODE8,tsd,beta,-3.1596670876381543,6.736489495795835,6.7093750000000005,4.684374999999999,5.51875,HN,LP,HNP
DODE8,tsd,gamma,-7.660604931560046,18.202307432872367,6.7093750000000005,4.684374999999999,5.51875,HN,LP,HNP
DODE8,goc,delta,-0.03543842712207734,20.177605327194584,3.60625,3.5875,4.628125000000001,LN,LP,LNP
DODE8,goc,theta,-4.121477584890734,58.75564912661261,3.60625,3.5875,4.628125000000001,LN,LP,LNP
DODE8,goc,alpha,-0.3772593962960513,1.7355510357451054,3.60625,3.5875,4.628125000000001,LN,LP,LNP
DODE8,goc,beta,-1.112797036516928,2.1658995387751014,3.60625,3.5875,4.628125000000001,LN,LP,LNP
DODE8,goc,gamma,5.175814607729386,14.5070925701976,3.60625,3.5875,4.628125000000001,LN,LP,LNP
DODE8,aem,delta,-8.207098590560161,30.64071544302367,2.85625,2.8,2.828125,LN,LP,LNP
DODE8,aem,theta,-0.9316350389071673,44.824788957425824,2.85625,2.8,2.828125,LN,LP,LNP
DODE8,aem,alpha,-2.3865293822972813,10.80284950383069,2.85625,2.8,2.828125,LN,LP,LNP
DODE8,aem,beta,0.0664995537702624,2.6159020832879323,2.85625,2.8,2.828125,LN,LP,LNP
DODE8,aem,gamma,11.297219935294413,9.832072964318481,2.85625,2.8,2.828125,LN,LP,LNP
DODE8,ndp,delta,0.47867207651797017,21.811440868379275,8.284375,1.50625,7.225,HN,LP,HNP
DODE8,ndp,theta,-6.20679890346468,45.96985603919785,8.284375,1.50625,7.225,HN,LP,HNP
DODE8,ndp,alpha,-0.512000363544244,8.641850553212766,8.284375,1.50625,7.225,HN,LP,HNP
DODE8,ndp,beta,0.24019131345243228,2.3732776469564154,8.284375,1.50625,7.225,HN,LP,HNP
DODE8,ndp,gamma,5.220347362208344,17.527538246288156,8.284375,1.50625,7.225,HN,LP,HNP
DODE8,gam,delta,-5.678807147680503,9.919992983307871,2.8,4.80625,2.425,LN,LP,LNP
DODE8,gam,theta,24.684535758091684,41.90927832864956,2.8,4.80625,2.425,LN,LP,LNP
DODE8,gam,alpha,-4.72485188893119,8.904130962725024,2.8,4.80625,2.425,LN,LP,LNP
DODE8,gam,beta,-5.1441533607831085,10.019093388514566,2.8,4.80625,2.425,LN,LP,LNP
DODE8,gam,gamma,-8.100938073933406,26.932143292712446,2.8,4.80625,2.425,LN,LP,LNP
DODE8,mcm,delta,-5.407269498777337,13.755747885037476,2.865625,6.3343750000000005,3.90625,LN,HP,LNP
DODE8,mcm,theta,17.076153266143265,42.76118469637088,2.865625,6.3343750000000005,3.90625,LN,HP,LNP
DODE8,mcm,alpha,-2.7655540280541437,7.838197226786514,2.865625,6.3343750000000005,3.90625,LN,HP,LNP
DODE8,mcm,beta,-2.093258921391474,6.833350281122727,2.865625,6.3343750000000005,3.90625,LN,HP,LNP
DODE8,mcm,gamma,-5.246282341232526,22.253688019582825,2.865625,6.3343750000000005,3.90625,LN,HP,LNP
DODE8,jmi,delta,-1.4618601742731983,41.44104276376421,2.865625,5.89375,2.8,LN,HP,LNP
DODE8,jmi,theta,0.04997541497917268,34.87948475981095,2.865625,5.89375,2.8,LN,HP,LNP
DODE8,jmi,alpha,-0.8124057343578723,5.634613943534658,2.865625,5.89375,2.8,LN,HP,LNP
DODE8,jmi,beta,1.0457642689259212,3.3223691208249306,2.865625,5.89375,2.8,LN,HP,LNP
DODE8,jmi,gamma,0.9525424062776544,11.820995283591163,2.865625,5.89375,2.8,LN,HP,LNP
DODE8,bbs,delta,-12.552691413891507,13.087726446928064,1.478125,9.203125,3.203125,LN,HP,LNP
DODE8,bbs,theta,52.34745668802947,44.87176435502249,1.478125,9.203125,3.203125,LN,HP,LNP
DODE8,bbs,alpha,-7.781842280596522,8.26333730500613,1.478125,9.203125,3.203125,LN,HP,LNP
DODE8,bbs,beta,-5.560324360719015,5.982849428470278,1.478125,9.203125,3.203125,LN,HP,LNP
DODE8,bbs,gamma,-24.064895133285813,25.241049388289085,1.478125,9.203125,3.203125,LN,HP,LNP
DODE8,jbg,delta,-0.6495358088776158,28.477494975538562,7.05625,4.328125,6.268750000000001,HN,LP,HNP
DODE8,jbg,theta,-5.176593746556968,53.3458158598898,7.05625,4.328125,6.268750000000001,HN,LP,HNP
DODE8,jbg,alpha,0.034029556191716104,4.2388052929420885,7.05625,4.328125,6.268750000000001,HN,LP,HNP
DODE8,jbg,beta,0.981381229899603,1.0757030152206304,7.05625,4.328125,6.268750000000001,HN,LP,HNP
DODE8,jbg,gamma,3.1185215218122817,8.606103831310996,7.05625,4.328125,6.268750000000001,HN,LP,HNP
DODE8,bls,delta,-9.288354972730158,10.557518704382646,1.1125,8.8375,2.9875,LN,HP,LNP
DODE8,bls,theta,31.676820251785678,56.38262098017928,1.1125,8.8375,2.9875,LN,HP,LNP
DODE8,bls,alpha,-1.8830555048770603,2.2295421375814555,1.1125,8.8375,2.9875,LN,HP,LNP
DODE8,bls,beta,-3.2617117423715167,3.871538843290113,1.1125,8.8375,2.9875,LN,HP,LNP
DODE8,bls,gamma,-15.689078181296722,25.093517266048305,1.1125,8.8375,2.9875,LN,HP,LNP
DODE8,ser,delta,-2.2758461096881497,2.19746100434909,6.4375,1.7875,6.221875,HN,LP,HNP
DODE8,ser,theta,34.218416021384144,60.74059635481276,6.4375,1.7875,6.221875,HN,LP,HNP
DODE8,ser,alpha,-2.1143667297242232,2.1428933186258865,6.4375,1.7875,6.221875,HN,LP,HNP
DODE8,ser,beta,-2.3180807642432475,2.503336832395297,6.4375,1.7875,6.221875,HN,LP,HNP
DODE8,ser,gamma,-26.957172615984057,31.876931489945584,6.4375,1.7875,6.221875,HN,LP,HNP
DODE8,cah,delta,-18.172548955555264,27.26517466279921,3.428125,3.55,3.5781250000000004,LN,LP,LNP
DODE8,cah,theta,25.6234506218507,49.50684283370523,3.428125,3.55,3.5781250000000004,LN,LP,LNP
DODE8,cah,alpha,-1.6288748226427123,2.480713473580382,3.428125,3.55,3.5781250000000004,LN,LP,LNP
DODE8,cah,beta,-0.9362641536656136,1.6552004923992754,3.428125,3.55,3.5781250000000004,LN,LP,LNP
DODE8,cah,gamma,-3.861989779051239,17.106850661684625,3.428125,3.55,3.5781250000000004,LN,LP,LNP
GLJO8,mcm,delta,0.04822304404297709,0.032825103463198856,1.4125,9.38125,1.31875,LN,HP,LNP
GLJO8,mcm,theta,0.020606945378050197,0.02183338524204011,1.4125,9.38125,1.31875,LN,HP,LNP
GLJO8,mcm,alpha,0.0006616136936612419,0.0006875436592966582,1.4125,9.38125,1.31875,LN,HP,LNP
GLJO8,mcm,beta,-0.07997130238388195,99.92906484561401,1.4125,9.38125,1.31875,LN,HP,LNP
GLJO8,mcm,gamma,0.009370265449913748,0.014947592619972153,1.4125,9.38125,1.31875,LN,HP,LNP
GLJO8,ndp,delta,0.004047027544950229,0.00639864783939332,6.53125,3.68125,7.740625,HN,LP,HNP
GLJO8,ndp,theta,0.03768652055542629,0.0464316284084592,6.53125,3.68125,7.740625,HN,LP,HNP
GLJO8,ndp,alpha,0.012109810423847083,0.006117755252196587,6.53125,3.68125,7.740625,HN,LP,HNP
GLJO8,ndp,beta,-0.049501197920406526,99.92556384321642,6.53125,3.68125,7.740625,HN,LP,HNP
GLJO8,ndp,gamma,-0.002796854356878306,0.015099005569975822,6.53125,3.68125,7.740625,HN,LP,HNP
GLJO8,aem,delta,0.0010782244101951327,0.0006862687200969951,1.421875,9.428125,5.603125,LN,HP,HNP
GLJO8,aem,theta,0.0013037309284443964,0.00025466022251334166,1.421875,9.428125,5.603125,LN,HP,HNP
GLJO8,aem,alpha,-2.7215699204143575e-05,3.2175901481803536e-05,1.421875,9.428125,5.603125,LN,HP,HNP
GLJO8,aem,beta,-0.003261636679397384,99.98562710644825,1.421875,9.428125,5.603125,LN,HP,HNP
GLJO8,aem,gamma,0.0009003989614278472,0.013393632588437315,1.421875,9.428125,5.603125,LN,HP,HNP
GLJO8,cah,delta,0.0004104946891828833,0.00018616838158196127,9.596875,1.4406249999999998,6.5125,HN,LP,HNP
GLJO8,cah,theta,0.001122684909853278,0.0009663810718407707,9.596875,1.4406249999999998,6.5125,HN,LP,HNP
GLJO8,cah,alpha,-0.00013405041819500372,0.0001717091338307549,9.596875,1.4406249999999998,6.5125,HN,LP,HNP
GLJO8,cah,beta,-0.0033845939424850258,99.98644165110487,9.596875,1.4406249999999998,6.5125,HN,LP,HNP
GLJO8,cah,gamma,0.001957482099500382,0.012200745618088642,9.596875,1.4406249999999998,6.5125,HN,LP,HNP
GLJO8,blf,delta,0.05902701569022599,0.04315600374808716,1.646875,7.15,5.18125,LN,HP,HNP
GLJO8,blf,theta,0.030108099769505597,0.0258643953795932,1.646875,7.15,5.18125,LN,HP,HNP
GLJO8,blf,alpha,0.00847188536213343,0.0064825946248162885,1.646875,7.15,5.18125,LN,HP,HNP
GLJO8,blf,beta,-0.1233633173673212,99.8696578216236,1.646875,7.15,5.18125,LN,HP,HNP
GLJO8,blf,gamma,0.025395320977446133,0.050356709091941565,1.646875,7.15,5.18125,LN,HP,HNP
GLJO8,goc,delta,6.054871133170372e-06,4.8713190567026265e-06,1.43125,7.65625,6.60625,LN,HP,HNP
GLJO8,goc,theta,0.0003679398007961998,0.001393590281617813,1.43125,7.65625,6.60625,LN,HP,HNP
GLJO8,goc,alpha,-0.00011988161698229196,8.02811076121899e-05,1.43125,7.65625,6.60625,LN,HP,HNP
GLJO8,goc,beta,-0.0025033840211392544,99.98719135737343,1.43125,7.65625,6.60625,LN,HP,HNP
GLJO8,goc,gamma,0.0022480136975602232,0.01132879462990699,1.43125,7.65625,6.60625,LN,HP,HNP
GLJO8,bbs,delta,0.04279404468411343,0.04964151266385659,7.534375000000001,4.084375,6.71875,HN,LP,HNP
GLJO8,bbs,theta,0.01781850030081184,0.026126495402840746,7.534375000000001,4.084375,6.71875,HN,LP,HNP
GLJO8,bbs,alpha,0.0009560712101222722,0.0011215250515492514,7.534375000000001,4.084375,6.71875,HN,LP,HNP
GLJO8,bbs,beta,-0.069693617083189,99.90081872745463,7.534375000000001,4.084375,6.71875,HN,LP,HNP
GLJO8,bbs,gamma,0.007923299014921038,0.02073401093955004,7.534375000000001,4.084375,6.71875,HN,LP,HNP
GLJO8,mar,delta,0.00010575094879096265,5.626482767866687e-05,1.571875,4.7125,4.6,LN,LP,LNP
GLJO8,mar,theta,0.0005208132889113759,0.001221593488114848,1.571875,4.7125,4.6,LN,LP,LNP
GLJO8,mar,alpha,-0.00016762316094375143,0.00012341451780239208,1.571875,4.7125,4.6,LN,LP,LNP
GLJO8,mar,beta,-0.0027198837489379457,99.98570933766734,1.571875,4.7125,4.6,LN,LP,LNP
GLJO8,mar,gamma,0.0022276028721355152,0.012869548843911265,1.571875,4.7125,4.6,LN,LP,LNP
GLJO8,tsl,delta,0.0019256410192061112,0.012962325627491063,9.334375,2.51875,7.084375,HN,LP,HNP
GLJO8,tsl,theta,0.0027446705385691045,0.003692093210063811,9.334375,2.51875,7.084375,HN,LP,HNP
GLJO8,tsl,alpha,0.00031523740086054685,0.0003046425815324373,9.334375,2.51875,7.084375,HN,LP,HNP
GLJO8,tsl,beta,-0.008560038483423682,99.96985332284169,9.334375,2.51875,7.084375,HN,LP,HNP
GLJO8,tsl,gamma,0.0033652585647258697,0.01302098309098116,9.334375,2.51875,7.084375,HN,LP,HNP
GLJO8,ser,delta,6.515290288428244e-05,3.6213276682884625e-05,1.84375,6.240625,5.284375,LN,HP,HNP
GLJO8,ser,theta,0.0003485248618822008,0.0011038999921294873,1.84375,6.240625,5.284375,LN,HP,HNP
GLJO8,ser,alpha,-0.00013991499860578085,9.221559002250607e-05,1.84375,6.240625,5.284375,LN,HP,HNP
GLJO8,ser,beta,-0.0025450231016037606,99.9853046629538,1.84375,6.240625,5.284375,LN,HP,HNP
GLJO8,ser,gamma,0.002115139037760748,0.013419717037859323,1.84375,6.240625,5.284375,LN,HP,HNP
GLJO8,jmi,delta,0.0001876555175544458,7.20835556818646e-05,7.759374999999999,2.3687500000000004,6.5125,HN,LP,HNP
GLJO8,jmi,theta,0.0002045996907201553,0.0013733196428939603,7.759374999999999,2.3687500000000004,6.5125,HN,LP,HNP
GLJO8,jmi,alpha,-2.27417834817523e-06,0.00034791283239187345,7.759374999999999,2.3687500000000004,6.5125,HN,LP,HNP
GLJO8,jmi,beta,-0.004411862031233227,99.986370010923,7.759374999999999,2.3687500000000004,6.5125,HN,LP,HNP
GLJO8,jmi,gamma,0.003904192757321307,0.011807874114284213,7.759374999999999,2.3687500000000004,6.5125,HN,LP,HNP
GLJO8,bls,delta,0.004821102496571413,0.010417174133253153,1.31875,9.56875,8.134375,LN,HP,HNP
GLJO8,bls,theta,0.0020816628473819916,0.009395342054893813,1.31875,9.56875,8.134375,LN,HP,HNP
GLJO8,bls,alpha,-3.107397482710045e-05,0.0002408389960703498,1.31875,9.56875,8.134375,LN,HP,HNP
GLJO8,bls,beta,-0.007391401488021643,99.9661846733172,1.31875,9.56875,8.134375,LN,HP,HNP
GLJO8,bls,gamma,0.00043394219026009033,0.013506120033164233,1.31875,9.56875,8.134375,LN,HP,HNP
GLJO8,tsd,delta,2.1158945454511586e-05,1.5023400547817862e-05,5.25625,4.05625,5.453125,HN,LP,HNP
GLJO8,tsd,theta,-0.0004098759348404807,0.0021340600979432665,5.25625,4.05625,5.453125,HN,LP,HNP
GLJO8,tsd,alpha,-6.276373576539609e-05,3.150181349650995e-05,5.25625,4.05625,5.453125,HN,LP,HNP
GLJO8,tsd,beta,-0.0005073420227574843,99.98730606448247,5.25625,4.05625,5.453125,HN,LP,HNP
GLJO8,tsd,gamma,0.0009535613800923,0.010508421512845017,5.25625,4.05625,5.453125,HN,LP,HNP
GLJO8,jbg,delta,0.011107517923036186,0.08894016468441962,8.78125,2.696875,7.15,HN,LP,HNP
GLJO8,jbg,theta,0.0182371597629679,0.037991736035946966,8.78125,2.696875,7.15,HN,LP,HNP
GLJO8,jbg,alpha,-0.003076750993521506,0.0015008340109357713,8.78125,2.696875,7.15,HN,LP,HNP
GLJO8,jbg,beta,-0.041195161252275625,99.84201925063911,8.78125,2.696875,7.15,HN,LP,HNP
GLJO8,jbg,gamma,0.013003333766262896,0.02527257063653955,8.78125,2.696875,7.15,HN,LP,HNP
GLJO8,dph,delta,1.4748283570455029e-05,4.147284435222451e-05,8.3875,1.4125,8.509374999999999,HN,LP,HNP
GLJO8,dph,theta,-0.001274982171865298,0.0023705304064383518,8.3875,1.4125,8.509374999999999,HN,LP,HNP
GLJO8,dph,alpha,-4.911863662831101e-05,2.2987155321833447e-05,8.3875,1.4125,8.509374999999999,HN,LP,HNP
GLJO8,dph,beta,0.0008859062736092937,99.98671034603785,8.3875,1.4125,8.509374999999999,HN,LP,HNP
GLJO8,dph,gamma,0.000421793300502871,0.010852998224393048,8.3875,1.4125,8.509374999999999,HN,LP,HNP
GLJO8,gam,delta,0.000188969614164817,7.607232807498597e-05,1.28125,8.087499999999999,2.275,LN,HP,LNP
GLJO8,gam,theta,-0.00045933340222876476,0.0018453081886904983,1.28125,8.087499999999999,2.275,LN,HP,LNP
GLJO8,gam,alpha,-0.0005414055226392203,0.00018097505976151368,1.28125,8.087499999999999,2.275,LN,HP,LNP
GLJO8,gam,beta,0.0006141065837681481,99.98571639073569,1.28125,8.087499999999999,2.275,LN,HP,LNP
GLJO8,gam,gamma,0.0001801033901040628,0.012174477977977799,1.28125,8.087499999999999,2.275,LN,HP,LNP
GNIE1,ser,delta,0.824540379067747,1.890852514286443,6.596875,6.540625,6.4,HN,HP,HNP
GNIE1,ser,theta,9.794771043110291,9.739324725360518,6.596875,6.540625,6.4,HN,HP,HNP
GNIE1,ser,alpha,0.23839467855150076,10.854532799030604,6.596875,6.540625,6.4,HN,HP,HNP
GNIE1,ser,beta,-8.182247541945578,37.23329287214155,6.596875,6.540625,6.4,HN,HP,HNP
GNIE1,ser,gamma,-2.1945351739139056,39.073007648290165,6.596875,6.540625,6.4,HN,HP,HNP
GNIE1,mar,delta,3.466026831457739,8.544045304553647,5.453125,1.534375,5.5375,HN,LP,HNP
GNIE1,mar,theta,4.932565749646676,10.731310697978522,5.453125,1.534375,5.5375,HN,LP,HNP
GNIE1,mar,alpha,-0.34803589046307515,10.133364334535482,5.453125,1.534375,5.5375,HN,LP,HNP
GNIE1,mar,beta,-6.511747662727068,30.966349217406012,5.453125,1.534375,5.5375,HN,LP,HNP
GNIE1,mar,gamma,-0.8231510445030921,35.98415946537665,5.453125,1.534375,5.5375,HN,LP,HNP
GNIE1,tsl,delta,0.541230678001642,1.8420474911102764,1.7499999999999998,6.784375,4.665625,LN,HP,LNP
GNIE1,tsl,theta,9.307356362395186,10.523936260331638,1.7499999999999998,6.784375,4.665625,LN,HP,LNP
GNIE1,tsl,alpha,-1.1730616938386955,11.01797003051141,1.7499999999999998,6.784375,4.665625,LN,HP,LNP
GNIE1,tsl,beta,-7.228835898983377,37.327096223635024,1.7499999999999998,6.784375,4.665625,LN,HP,LNP
GNIE1,tsl,gamma,-1.8288885282683935,38.15454913238062,1.7499999999999998,6.784375,4.665625,LN,HP,LNP
GNIE1,goc,delta,0.1340791671186201,3.919146421090476,7.778125,1.196875,8.415625,HN,LP,HNP
GNIE1,goc,theta,10.762935213138059,9.266744207587008,7.778125,1.196875,8.415625,HN,LP,HNP
GNIE1,goc,alpha,-0.8987894990647245,11.900754299942832,7.778125,1.196875,8.415625,HN,LP,HNP
GNIE1,goc,beta,-8.85452146143109,36.591130032535986,7.778125,1.196875,8.415625,HN,LP,HNP
GNIE1,goc,gamma,-0.7895645779519072,37.06213939336944,7.778125,1.196875,8.415625,HN,LP,HNP
GNIE1,cah,delta,-0.21992648409058102,2.1059714365830478,4.234375,3.746875,3.325,LN,LP,LNP
GNIE1,cah,theta,10.624703657011404,10.026844529256813,4.234375,3.746875,3.325,LN,LP,LNP
GNIE1,cah,alpha,-0.9431260923697735,11.128348895713202,4.234375,3.746875,3.325,LN,LP,LNP
GNIE1,cah,beta,-5.816330736352896,36.07409460404014,4.234375,3.746875,3.325,LN,LP,LNP
GNIE1,cah,gamma,-3.753249769134179,39.41165501064599,4.234375,3.746875,3.325,LN,LP,LNP
GNIE1,bbs,delta,-1.5582593030360226,3.77869795343144,7.6375,2.190625,5.340625,HN,LP,HNP
GNIE1,bbs,theta,5.802889300302146,12.936947980867785,7.6375,2.190625,5.340625,HN,LP,HNP
GNIE1,bbs,alpha,-1.0575761214525805,10.991344889630746,7.6375,2.190625,5.340625,HN,LP,HNP
GNIE1,bbs,beta,-1.5574581688781919,32.21374275653251,7.6375,2.190625,5.340625,HN,LP,HNP
GNIE1,bbs,gamma,-1.8928902164452026,37.37642499980055,7.6375,2.190625,5.340625,HN,LP,HNP
GNIE1,aem,delta,-0.3937408266067388,1.908678560230727,7.853125,2.2281250000000004,8.490625,HN,LP,HNP
GNIE1,aem,theta,12.360891074940012,10.357106830713711,7.853125,2.2281250000000004,8.490625,HN,LP,HNP
GNIE1,aem,alpha,0.08695197301394764,10.33700253582219,7.853125,2.2281250000000004,8.490625,HN,LP,HNP
GNIE1,aem,beta,-10.818372413157746,35.36508522618628,7.853125,2.2281250000000004,8.490625,HN,LP,HNP
GNIE1,aem,gamma,-1.210867854355314,40.761562144798056,7.853125,2.2281250000000004,8.490625,HN,LP,HNP
GNIE1,tsd,delta,0.6658064820633052,2.0384686534312944,4.234375,6.7375,6.831250000000001,LN,HP,HNP
GNIE1,tsd,theta,11.935561848288145,9.687650830422482,4.234375,6.7375,6.831250000000001,LN,HP,HNP
GNIE1,tsd,alpha,0.024621332744979796,11.447490891085803,4.234375,6.7375,6.831250000000001,LN,HP,HNP
GNIE1,tsd,beta,-11.325717881168543,35.86289596380128,4.234375,6.7375,6.831250000000001,LN,HP,HNP
GNIE1,tsd,gamma,-0.912758206169336,39.78033896595636,4.234375,6.7375,6.831250000000001,LN,HP,HNP
GNIE1,blf,delta,-0.4907350531701975,1.9604501319625878,4.684374999999999,5.546875,5.5375,LN,HP,HNP
GNIE1,blf,theta,12.906452294545879,9.782254125932385,4.684374999999999,5.546875,5.5375,LN,HP,HNP
GNIE1,blf,alpha,-1.0683938007183453,10.721378306162935,4.684374999999999,5.546875,5.5375,LN,HP,HNP
GNIE1,blf,beta,-11.085414852478308,36.81120283925611,4.684374999999999,5.546875,5.5375,LN,HP,HNP
GNIE1,blf,gamma,-0.19208832513795926,39.4345166893144,4.684374999999999,5.546875,5.5375,LN,HP,HNP
GNIE1,dph,delta,-0.31456518445095005,1.8594306233407238,6.690625000000001,4.168749999999999,7.365625,HN,LP,HNP
GNIE1,dph,theta,12.434828197703702,10.099186237175868,6.690625000000001,4.168749999999999,7.365625,HN,LP,HNP
GNIE1,dph,alpha,-0.7379437385147334,11.43843552987099,6.690625000000001,4.168749999999999,7.365625,HN,LP,HNP
GNIE1,dph,beta,-10.254340701345079,36.63260585424662,6.690625000000001,4.168749999999999,7.365625,HN,LP,HNP
GNIE1,dph,gamma,-1.425276679586137,38.811038966526375,6.690625000000001,4.168749999999999,7.365625,HN,LP,HNP
GNIE1,gam,delta,-1.761999227606751,3.3584169316079384,1.4687499999999998,8.875,2.3687500000000004,LN,HP,LNP
GNIE1,gam,theta,11.603624229130883,11.374354710380977,1.4687499999999998,8.875,2.3687500000000004,LN,HP,LNP
GNIE1,gam,alpha,0.059571259008205146,9.886645594256114,1.4687499999999998,8.875,2.3687500000000004,LN,HP,LNP
GNIE1,gam,beta,-7.866835465478701,32.37505018605553,1.4687499999999998,8.875,2.3687500000000004,LN,HP,LNP
GNIE1,gam,gamma,-0.7511002250822756,39.02891479212822,1.4687499999999998,8.875,2.3687500000000004,LN,HP,LNP
GNIE1,mcm,delta,-1.1188358368674818,5.603491982330869,2.21875,8.621875,2.715625,LN,HP,LNP
GNIE1,mcm,theta,8.960297924064806,11.443786343929109,2.21875,8.621875,2.715625,LN,HP,LNP
GNIE1,mcm,alpha,1.0099438091159705,10.005112726137195,2.21875,8.621875,2.715625,LN,HP,LNP
GNIE1,mcm,beta,-5.757681432915483,33.166665692916055,2.21875,8.621875,2.715625,LN,HP,LNP
GNIE1,mcm,gamma,-1.6653851751701936,37.61360161274895,2.21875,8.621875,2.715625,LN,HP,LNP
GNIE1,jbg,delta,0.25867874773994437,11.717705296622722,5.884375,5.35,5.40625,HN,HP,HNP
GNIE1,jbg,theta,1.24477404839579,31.830939944063793,5.884375,5.35,5.40625,HN,HP,HNP
GNIE1,jbg,alpha,0.31568663377087347,5.807683740935376,5.884375,5.35,5.40625,HN,HP,HNP
GNIE1,jbg,beta,0.7381299751765473,12.656453575849216,5.884375,5.35,5.40625,HN,HP,HNP
GNIE1,jbg,gamma,-1.658425757587196,30.84808876815348,5.884375,5.35,5.40625,HN,HP,HNP
GNIE1,bls,delta,0.7003875375793265,4.93056384094031,2.63125,9.325,6.49375,LN,HP,HNP
GNIE1,bls,theta,7.248589712012285,11.429952097828016,2.63125,9.325,6.49375,LN,HP,HNP
GNIE1,bls,alpha,-0.28035059234867354,10.385753353794343,2.63125,9.325,6.49375,LN,HP,HNP
GNIE1,bls,beta,-7.79850982761031,31.97943166404739,2.63125,9.325,6.49375,LN,HP,HNP
GNIE1,bls,gamma,0.8952591535701657,38.52972884004988,2.63125,9.325,6.49375,LN,HP,HNP
GNIE1,ndp,delta,-2.6440797918786494,3.641286933315729,7.215625,3.60625,8.35,HN,LP,HNP
GNIE1,ndp,theta,9.793470438952399,12.580051923827789,7.215625,3.60625,8.35,HN,LP,HNP
GNIE1,ndp,alpha,-1.288094318106758,10.503291406318136,7.215625,3.60625,8.35,HN,LP,HNP
GNIE1,ndp,beta,-6.859153176173706,31.021970395225743,7.215625,3.60625,8.35,HN,LP,HNP
GNIE1,ndp,gamma,3.8237383515065737,39.415480014712706,7.215625,3.60625,8.35,HN,LP,HNP
GNIE1,jmi,delta,0.22359918564552617,4.8324407603406305,1.590625,8.434375,1.5437500000000002,LN,HP,LNP
GNIE1,jmi,theta,11.857962594636552,12.774538338005682,1.590625,8.434375,1.5437500000000002,LN,HP,LNP
GNIE1,jmi,alpha,1.601443343528869,9.717435208931997,1.590625,8.434375,1.5437500000000002,LN,HP,LNP
GNIE1,jmi,beta,-7.5282641929216325,30.984477363709622,1.590625,8.434375,1.5437500000000002,LN,HP,LNP
GNIE1,jmi,gamma,-5.04295596341532,36.49372785926191,1.590625,8.434375,1.5437500000000002,LN,HP,LNP
KNY2Z,cah,delta,0.7646473496941755,3.0816469180296586,2.865625,4.834375,4.0,LN,LP,LNP
KNY2Z,cah,theta,0.9807657242413867,12.154640732662335,2.865625,4.834375,4.0,LN,LP,LNP
KNY2Z,cah,alpha,-0.6869724548220795,11.36610703378911,2.865625,4.834375,4.0,LN,LP,LNP
KNY2Z,cah,beta,-0.2769535416243656,39.41373169753394,2.865625,4.834375,4.0,LN,LP,LNP
