participant,video_id,second,band,frontal_asymmetry,parietal_mean,negativity_rating,positivity_rating,net_predisposition_rating
VHY9N,bbs,32,theta,1.9302510204107488,10.828831161110802,7.843750000000001,1.365625,5.63125
VHY9N,bbs,33,theta,1.9707904422029774,10.699658783595954,7.843750000000001,1.365625,5.63125
VHY9N,bbs,34,theta,1.956093313233815,10.776445387799003,7.843750000000001,1.365625,5.63125
VHY9N,bbs,35,theta,1.5818019690321616,11.256038139014109,7.843750000000001,1.365625,5.63125
VHY9N,bbs,36,theta,0.8322311890848741,11.75402826115832,7.843750000000001,1.365625,5.63125
VHY9N,bbs,37,theta,0.07299347961429348,11.725096727932883,7.843750000000001,1.365625,5.63125
VHY9N,bbs,38,theta,-0.23774148221266955,11.26393294807996,7.843750000000001,1.365625,5.63125
VHY9N,bbs,39,theta,0.08781815587291142,11.02457613055655,7.843750000000001,1.365625,5.63125
VHY9N,bbs,40,theta,0.6827261390919883,11.40015703920507,7.843750000000001,1.365625,5.63125
VHY9N,bbs,41,theta,0.8650711397669344,12.007096039481327,7.843750000000001,1.365625,5.63125
VHY9N,bbs,42,theta,0.4498396067712491,12.153982491180196,7.843750000000001,1.365625,5.63125
VHY9N,bbs,43,theta,-0.3645231061947509,11.703391096204514,7.843750000000001,1.365625,5.63125
VHY9N,bbs,44,theta,-1.1758216597424305,11.280587364594762,7.843750000000001,1.365625,5.63125
VHY9N,bbs,45,theta,-1.5694835596739605,11.54657295522486,7.843750000000001,1.365625,5.63125
VHY9N,bbs,46,theta,-1.4283884164418996,12.389290814287342,7.843750000000001,1.365625,5.63125
VHY9N,bbs,47,theta,-1.0442716190493773,13.031919187243549,7.843750000000001,1.365625,5.63125
VHY9N,bbs,48,theta,-0.8994526620619663,12.880223113621799,7.843750000000001,1.365625,5.63125
VHY9N,bbs,49,theta,-1.230412430731068,12.132815536850067,7.843750000000001,1.365625,5.63125
VHY9N,bbs,50,theta,-1.5574300633190994,11.482815960946198,7.843750000000001,1.365625,5.63125
VHY9N,bbs,51,theta,-1.0027408781528635,11.336261539927605,7.843750000000001,1.365625,5.63125
VHY9N,bbs,52,theta,0.4238529511631519,11.53155723183183,7.843750000000001,1.365625,5.63125
VHY9N,bbs,53,theta,1.6868546311946737,11.694109039747842,7.843750000000001,1.365625,5.63125
VHY9N,bbs,54,theta,1.6662934585021691,11.53994276193637,7.843750000000001,1.365625,5.63125
VHY9N,bbs,55,theta,0.38361771980218684,11.004991990325973,7.843750000000001,1.365625,5.63125
VHY9N,bbs,56,theta,-0.7297065266580187,10.362867164514679,7.843750000000001,1.365625,5.63125
VHY9N,bbs,57,theta,-0.4521319969219899,9.975588210524723,7.843750000000001,1.365625,5.63125
VHY9N,bbs,58,theta,0.6800719253418954,9.919658442211702,7.843750000000001,1.365625,5.63125
VHY9N,bbs,59,theta,0.35491392636729957,2.8312014748226155,7.843750000000001,1.365625,5.63125
VHY9N,bbs,0,alpha,4.20153575342874,12.338654699129075,7.843750000000001,1.365625,5.63125
VHY9N,bbs,1,alpha,3.2763766548534097,11.549195107810245,7.843750000000001,1.365625,5.63125
VHY9N,bbs,2,alpha,2.485208851354434,11.504845839486375,7.843750000000001,1.365625,5.63125
VHY9N,bbs,3,alpha,2.4211020624187576,11.842750430431533,7.843750000000001,1.365625,5.63125
VHY9N,bbs,4,alpha,3.2181586057522846,11.880009187465513,7.843750000000001,1.365625,5.63125
VHY9N,bbs,5,alpha,4.439303483674207,11.457642843320828,7.843750000000001,1.365625,5.63125
VHY9N,bbs,6,alpha,4.838164966205344,11.055211850854649,7.843750000000001,1.365625,5.63125
VHY9N,bbs,7,alpha,3.7111419416139704,11.259354733223262,7.843750000000001,1.365625,5.63125
VHY9N,bbs,8,alpha,2.3580317168713254,12.027191517498668,7.843750000000001,1.365625,5.63125
VHY9N,bbs,9,alpha,1.8192845579661956,12.620013089244999,7.843750000000001,1.365625,5.63125
VHY9N,bbs,10,alpha,2.108990325336972,12.570185821688163,7.843750000000001,1.365625,5.63125
VHY9N,bbs,11,alpha,2.672978922035968,12.106014895746691,7.843750000000001,1.365625,5.63125
VHY9N,bbs,12,alpha,2.637855566129881,11.791239942453355,7.843750000000001,1.365625,5.63125
VHY9N,bbs,13,alpha,2.0006253166025267,12.02409637022619,7.843750000000001,1.365625,5.63125
VHY9N,bbs,14,alpha,1.6076725041388489,12.53400816404945,7.843750000000001,1.365625,5.63125
VHY9N,bbs,15,alpha,1.5398767903205393,12.756304999968398,7.843750000000001,1.365625,5.63125
VHY9N,bbs,16,alpha,1.5715361034828366,12.519725860799305,7.843750000000001,1.365625,5.63125
VHY9N,bbs,17,alpha,1.7485104373739073,12.052488257705019,7.843750000000001,1.365625,5.63125
VHY9N,bbs,18,alpha,2.087606078934442,11.75489753067783,7.843750000000001,1.365625,5.63125
VHY9N,bbs,19,alpha,2.1625828982370905,11.892492669018946,7.843750000000001,1.365625,5.63125
VHY9N,bbs,20,alpha,1.6832819223481899,12.219839225557958,7.843750000000001,1.365625,5.63125
VHY9N,bbs,21,alpha,0.898154856999664,12.29572540435866,7.843750000000001,1.365625,5.63125
VHY9N,bbs,22,alpha,0.24975752813019625,12.041911038259723,7.843750000000001,1.365625,5.63125
VHY9N,bbs,23,alpha,0.19898114401159894,11.60057040315128,7.843750000000001,1.365625,5.63125
VHY9N,bbs,24,alpha,0.8636400987447139,11.14192182927854,7.843750000000001,1.365625,5.63125
VHY9N,bbs,25,alpha,1.3784627973269838,10.766616283489302,7.843750000000001,1.365625,5.63125
VHY9N,bbs,26,alpha,0.8606866856855859,10.447080471903366,7.843750000000001,1.365625,5.63125
VHY9N,bbs,27,alpha,-0.2814865872154524,10.164974733471732,7.843750000000001,1.365625,5.63125
VHY9N,bbs,28,alpha,-1.1524995277575538,9.975589108825579,7.843750000000001,1.365625,5.63125
VHY9N,bbs,29,alpha,-1.2051042909774345,9.93749959437545,7.843750000000001,1.365625,5.63125
VHY9N,bbs,30,alpha,-0.40140772457518104,9.989150312471626,7.843750000000001,1.365625,5.63125
VHY9N,bbs,31,alpha,0.5495387224345301,10.042749155018004,7.843750000000001,1.365625,5.63125
VHY9N,bbs,32,alpha,0.7029438461487825,10.118609255515228,7.843750000000001,1.365625,5.63125
VHY9N,bbs,33,alpha,-0.06331408325081433,10.275577266528622,7.843750000000001,1.365625,5.63125
VHY9N,bbs,34,alpha,-1.0138598860839707,10.523932714590368,7.843750000000001,1.365625,5.63125
VHY9N,bbs,35,alpha,-1.4009840659866644,10.830554191810823,7.843750000000001,1.365625,5.63125
VHY9N,bbs,36,alpha,-1.0805863773453055,11.131435821256126,7.843750000000001,1.365625,5.63125
VHY9N,bbs,37,alpha,-0.5381880282031961,11.399515164050733,7.843750000000001,1.365625,5.63125
VHY9N,bbs,38,alpha,-0.3732801961743224,11.611055677019866,7.843750000000001,1.365625,5.63125
VHY9N,bbs,39,alpha,-0.8326484566197436,11.741672305239756,7.843750000000001,1.365625,5.63125
VHY9N,bbs,40,alpha,-1.6439370266752125,11.783688355715249,7.843750000000001,1.365625,5.63125
VHY9N,bbs,41,alpha,-2.2450733691594245,11.7266560198907,7.843750000000001,1.365625,5.63125
VHY9N,bbs,42,alpha,-2.228066710667372,11.662971513550232,7.843750000000001,1.365625,5.63125
VHY9N,bbs,43,alpha,-1.6094669709507947,11.730480649865287,7.843750000000001,1.365625,5.63125
VHY9N,bbs,44,alpha,-0.8555285462498716,11.994693944294806,7.843750000000001,1.365625,5.63125
VHY9N,bbs,45,alpha,-0.5435576912881324,12.31689577570202,7.843750000000001,1.365625,5.63125
VHY9N,bbs,46,alpha,-0.8069154655399622,12.478343587835624,7.843750000000001,1.365625,5.63125
VHY9N,bbs,47,alpha,-1.2499321719323255,12.418519820176115,7.843750000000001,1.365625,5.63125
VHY9N,bbs,48,alpha,-1.389090370338078,12.232089397077461,7.843750000000001,1.365625,5.63125
VHY9N,bbs,49,alpha,-1.1167314656424558,12.064102491896906,7.843750000000001,1.365625,5.63125
VHY9N,bbs,50,alpha,-0.9079062521631922,11.96286966116314,7.843750000000001,1.365625,5.63125
VHY9N,bbs,51,alpha,-1.3207039338691988,11.860239692293646,7.843750000000001,1.365625,5.63125
VHY9N,bbs,52,alpha,-2.216533082652452,11.639000657048875,7.843750000000001,1.365625,5.63125
VHY9N,bbs,53,alpha,-2.786348258493067,11.271083556483532,7.843750000000001,1.365625,5.63125
VHY9N,bbs,54,alpha,-2.5538452625719685,10.96529317555634,7.843750000000001,1.365625,5.63125
VHY9N,bbs,55,alpha,-1.8025638120384606,11.03606343768983,7.843750000000001,1.365625,5.63125
VHY9N,bbs,56,alpha,-1.2353043741874945,11.55482605667314,7.843750000000001,1.365625,5.63125
VHY9N,bbs,57,alpha,-1.2731345429938834,12.224253815958363,7.843750000000001,1.365625,5.63125
VHY9N,bbs,58,alpha,-1.7363727331677925,12.685224642248755,7.843750000000001,1.365625,5.63125
VHY9N,bbs,59,alpha,-0.5661742291028213,3.63150478280998,7.843750000000001,1.365625,5.63125
VHY9N,bbs,0,beta,3.2694401248721405,34.706494652589654,7.843750000000001,1.365625,5.63125
VHY9N,bbs,1,beta,3.811712825066021,35.08069697978941,7.843750000000001,1.365625,5.63125
VHY9N,bbs,2,beta,4.632884564831901,34.632617292955416,7.843750000000001,1.365625,5.63125
VHY9N,bbs,3,beta,5.974187337414548,34.22295196970221,7.843750000000001,1.365625,5.63125
VHY9N,bbs,4,beta,6.95572003982976,34.517880536952035,7.843750000000001,1.365625,5.63125
VHY9N,bbs,5,beta,6.862642589142222,35.39372284213698,7.843750000000001,1.365625,5.63125
VHY9N,bbs,6,beta,5.923129664915702,36.0291386205419,7.843750000000001,1.365625,5.63125
VHY9N,bbs,7,beta,5.4528730549268545,35.31635963284093,7.843750000000001,1.365625,5.63125
VHY9N,bbs,8,beta,5.760061406754691,33.408515532582875,7.843750000000001,1.365625,5.63125
VHY9N,bbs,9,beta,5.867248701612251,31.860459322452172,7.843750000000001,1.365625,5.63125
VHY9N,bbs,10,beta,5.259100388307715,31.69269448710255,7.843750000000001,1.365625,5.63125
VHY9N,bbs,11,beta,4.242251509054469,32.68574518244955,7.843750000000001,1.365625,5.63125
VHY9N,bbs,12,beta,3.6575838913663894,33.75777644102914,7.843750000000001,1.365625,5.63125
VHY9N,bbs,13,beta,3.9096184061450785,33.72477582097079,7.843750000000001,1.365625,5.63125
VHY9N,bbs,14,beta,3.9180798123184992,32.751248434023424,7.843750000000001,1.365625,5.63125
VHY9N,bbs,15,beta,3.223059834099324,31.93736569247694,7.843750000000001,1.365625,5.63125
VHY9N,bbs,16,beta,2.5076247072013444,31.7349961693065,7.843750000000001,1.365625,5.63125
VHY9N,bbs,17,beta,2.486279016681795,31.8673515623517,7.843750000000001,1.365625,5.63125
VHY9N,bbs,18,beta,3.166018003125,31.813363417605935,7.843750000000001,1.365625,5.63125
VHY9N,bbs,19,beta,3.389099191977266,31.335765355148204,7.843750000000001,1.365625,5.63125
VHY9N,bbs,20,beta,2.496905041213303,30.9967133668339,7.843750000000001,1.365625,5.63125
VHY9N,bbs,21,beta,1.5565237035453663,31.309427223522732,7.843750000000001,1.365625,5.63125
VHY9N,bbs,22,beta,1.4773169800346686,32.14468183707784,7.843750000000001,1.365625,5.63125
VHY9N,bbs,23,beta,2.1698638222868176,33.261104531423044,7.843750000000001,1.365625,5.63125
VHY9N,bbs,24,beta,2.7021451421614344,34.35295473358545,7.843750000000001,1.365625,5.63125
VHY9N,bbs,25,beta,2.725745978953089,35.072299916912954,7.843750000000001,1.365625,5.63125
VHY9N,bbs,26,beta,3.0197479228690582,35.4412087170976,7.843750000000001,1.365625,5.63125
VHY9N,bbs,27,beta,3.905086423653618,35.731800026861805,7.843750000000001,1.365625,5.63125
VHY9N,bbs,28,beta,5.10213237103892,36.173058243022936,7.843750000000001,1.365625,5.63125
VHY9N,bbs,29,beta,5.475624664999039,36.85729270440447,7.843750000000001,1.365625,5.63125
VHY9N,bbs,30,beta,3.9928801865144266,37.57692674225252,7.843750000000001,1.365625,5.63125
VHY9N,bbs,31,beta,2.07734863603158,37.930875481067176,7.843750000000001,1.365625,5.63125
VHY9N,bbs,32,beta,1.9268700336490667,37.828158523688664,7.843750000000001,1.365625,5.63125
VHY9N,bbs,33,beta,3.136538985366741,37.52771749779028,7.843750000000001,1.365625,5.63125
VHY9N,bbs,34,beta,3.857691948426293,37.24642532270025,7.843750000000001,1.365625,5.63125
VHY9N,bbs,35,beta,3.1085330050798774,37.05247693277308,7.843750000000001,1.365625,5.63125
VHY9N,bbs,36,beta,1.5859226132535156,36.85566645162737,7.843750000000001,1.365625,5.63125
VHY9N,bbs,37,beta,0.7497445553666466,36.62898942540437,7.843750000000001,1.365625,5.63125
VHY9N,bbs,38,beta,1.3247823698220387,36.36137156839105,7.843750000000001,1.365625,5.63125
VHY9N,bbs,39,beta,2.542696288881288,36.02016737820509,7.843750000000001,1.365625,5.63125
VHY9N,bbs,40,beta,2.7632165439770375,35.75541644628287,7.843750000000001,1.365625,5.63125
VHY9N,bbs,41,beta,1.364936387890701,35.809580069610234,7.843750000000001,1.365625,5.63125
VHY9N,bbs,42,beta,-0.5006983118359045,36.199681012916535,7.843750000000001,1.365625,5.63125
VHY9N,bbs,43,beta,-1.3247091005446947,36.605828431472425,7.843750000000001,1.365625,5.63125
VHY9N,bbs,44,beta,-0.8364216328766716,36.39711973845487,7.843750000000001,1.365625,5.63125
VHY9N,bbs,45,beta,0.04129146467890621,35.437455860902745,7.843750000000001,1.365625,5.63125
VHY9N,bbs,46,beta,0.2716563637444409,34.518079751707916,7.843750000000001,1.365625,5.63125
VHY9N,bbs,47,beta,-0.3676593866705886,34.56973769583081,7.843750000000001,1.365625,5.63125
VHY9N,bbs,48,beta,-1.2900858672318023,35.761628887746426,7.843750000000001,1.365625,5.63125
VHY9N,bbs,49,beta,-1.9243106311190346,37.255892308168434,7.843750000000001,1.365625,5.63125
VHY9N,bbs,50,beta,-2.24142280767294,38.09167869791981,7.843750000000001,1.365625,5.63125
VHY9N,bbs,51,beta,-2.412309240018857,38.068778823693044,7.843750000000001,1.365625,5.63125
VHY9N,bbs,52,beta,-2.343220135660765,37.845395892007716,7.843750000000001,1.365625,5.63125
VHY9N,bbs,53,beta,-1.854407452894769,38.10528386712569,7.843750000000001,1.365625,5.63125
VHY9N,bbs,54,beta,-0.8563286725720971,38.78793959507331,7.843750000000001,1.365625,5.63125
VHY9N,bbs,55,beta,0.4456571468400483,39.105437414589844,7.843750000000001,1.365625,5.63125
VHY9N,bbs,56,beta,1.5372943009250903,38.527270834304716,7.843750000000001,1.365625,5.63125
VHY9N,bbs,57,beta,2.0234743800860002,37.54566899962456,7.843750000000001,1.365625,5.63125
VHY9N,bbs,58,beta,2.0249351684158015,37.065120938269956,7.843750000000001,1.365625,5.63125
VHY9N,bbs,59,beta,0.5244084336413763,10.581973733278573,7.843750000000001,1.365625,5.63125
VHY9N,bbs,0,gamma,-4.037444332658286,33.878638127214394,7.843750000000001,1.365625,5.63125
VHY9N,bbs,1,gamma,-4.224354967021554,33.2858156950913,7.843750000000001,1.365625,5.63125
VHY9N,bbs,2,gamma,-4.574841456700824,33.01105318641946,7.843750000000001,1.365625,5.63125
VHY9N,bbs,3,gamma,-5.639192909128866,33.159455392225894,7.843750000000001,1.365625,5.63125
VHY9N,bbs,4,gamma,-7.544490813774949,33.6387246957056,7.843750000000001,1.365625,5.63125
VHY9N,bbs,5,gamma,-9.244695544432922,34.238507328286616,7.843750000000001,1.365625,5.63125
VHY9N,bbs,6,gamma,-9.547544168229404,34.765641770723576,7.843750000000001,1.365625,5.63125
VHY9N,bbs,7,gamma,-8.597616769064203,35.390996582837346,7.843750000000001,1.365625,5.63125
VHY9N,bbs,8,gamma,-7.484946117560696,36.1713041966242,7.843750000000001,1.365625,5.63125
VHY9N,bbs,9,gamma,-7.122265678233326,36.66168503876607,7.843750000000001,1.365625,5.63125
VHY9N,bbs,10,gamma,-7.526267892013223,36.48191910987985,7.843750000000001,1.365625,5.63125
VHY9N,bbs,11,gamma,-7.800491627198603,35.7702417317133,7.843750000000001,1.365625,5.63125
VHY9N,bbs,12,gamma,-7.286990264317954,35.22973510723438,7.843750000000001,1.365625,5.63125
VHY9N,bbs,13,gamma,-6.149696448057249,35.565074643299894,7.843750000000001,1.365625,5.63125
VHY9N,bbs,14,gamma,-4.671151515503027,36.50616554878073,7.843750000000001,1.365625,5.63125
VHY9N,bbs,15,gamma,-3.5036540636527462,37.181709994065244,7.843750000000001,1.365625,5.63125
VHY9N,bbs,16,gamma,-3.040153003830781,37.15883150723707,7.843750000000001,1.365625,5.63125
VHY9N,bbs,17,gamma,-3.3273351565419844,36.56420210645612,7.843750000000001,1.365625,5.63125
VHY9N,bbs,18,gamma,-4.222948041565832,35.8955279021302,7.843750000000001,1.365625,5.63125
VHY9N,bbs,19,gamma,-4.766524506936264,35.77818133502107,7.843750000000001,1.365625,5.63125
VHY9N,bbs,20,gamma,-3.5798275087381555,36.137121328900925,7.843750000000001,1.365625,5.63125
VHY9N,bbs,21,gamma,-1.4557217367466464,36.26634028677921,7.843750000000001,1.365625,5.63125
VHY9N,bbs,22,gamma,0.3242117281591206,35.85023308086861,7.843750000000001,1.365625,5.63125
VHY9N,bbs,23,gamma,1.1595196829049144,34.93216964065344,7.843750000000001,1.365625,5.63125
VHY9N,bbs,24,gamma,0.839961479196603,33.88851476256039,7.843750000000001,1.365625,5.63125
VHY9N,bbs,25,gamma,0.17792406946543338,33.53707458538538,7.843750000000001,1.365625,5.63125
VHY9N,bbs,26,gamma,0.40611293175552277,34.25031298623567,7.843750000000001,1.365625,5.63125
VHY9N,bbs,27,gamma,1.0409102717336438,35.368303303887416,7.843750000000001,1.365625,5.63125
VHY9N,bbs,28,gamma,0.9554618675051927,35.92128240795079,7.843750000000001,1.365625,5.63125
VHY9N,bbs,29,gamma,0.19736071592199522,35.45175783889398,7.843750000000001,1.365625,5.63125
VHY9N,bbs,30,gamma,-0.40067066666534146,34.38209565800406,7.843750000000001,1.365625,5.63125
VHY9N,bbs,31,gamma,-0.39113301360630004,33.88255864034536,7.843750000000001,1.365625,5.63125
VHY9N,bbs,32,gamma,-0.2637291388217733,34.60404813293074,7.843750000000001,1.365625,5.63125
VHY9N,bbs,33,gamma,-0.6393217194719725,35.90511360522035,7.843750000000001,1.365625,5.63125
