participant,video_id,second,band,frontal_asymmetry,parietal_mean,negativity_rating,positivity_rating,net_predisposition_rating
3I6EY,jmi,0,delta,-3.76507334426827,28.958011416259275,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,1,delta,-3.726770190570072,29.000565116657157,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,2,delta,-3.8846973316671445,25.416332180261744,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,3,delta,-3.3392290543556165,18.888541118859223,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,4,delta,-2.5679224760595964,14.739400360255331,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,5,delta,-2.5758627354035717,15.809749052489607,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,6,delta,-2.7841409814232847,18.258311392362604,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,7,delta,-2.730423041236282,18.63982754824782,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,8,delta,-2.3544436623172853,16.363868078993942,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,9,delta,-1.920610167197049,13.717070722538834,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,10,delta,-2.0585905245343543,14.19850949648304,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,11,delta,-2.5362854160393695,17.1115799061487,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,12,delta,-2.7130303259240325,18.71463590333368,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,13,delta,-2.477516981418237,17.340531978887384,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,14,delta,-1.8067357016744516,13.478970453753867,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,15,delta,-0.8601879854849397,8.984486100395502,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,16,delta,-0.19742840740919831,6.422202613938703,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,17,delta,-0.028203244813440165,6.334806869404584,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,18,delta,-0.0011123633489491525,7.002003458577105,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,19,delta,0.00145792213035989,7.610213639998733,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,20,delta,-0.041034849186037725,7.9478125978961955,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,21,delta,-0.13910729039989178,7.873627837374027,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,22,delta,-0.2344749886518258,6.6713625092641635,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,23,delta,-0.19017756213826686,4.274275981023877,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,24,delta,-0.1275586509329285,2.780237172524625,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,25,delta,-0.09673004976253363,1.766985246611121,1.2343750000000002,9.953125,1.88125
3I6EY,jmi,26,delta,-0.07877485613176027,1.0864782678182525,1.2343750000000002,9.953125,1.88125
